,state,district,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,N,P,K
157,maharashtra,kolhapur,0.6,0.0,0.0,0.1,60.1,310.6,613.5,210.3,358.0,166.2,5.4,2.4,M,L,M
158,maharashtra,latur,0.0,0.0,10.7,0.0,4.7,207.3,86.8,311.6,157.7,95.5,0.0,0.0,L,L,H
159,maharashtra,nagpur,0.6,0.0,1.2,0.0,16.4,140.3,236.2,345.4,168.8,41.7,0.0,0.0,L,L,H
161,maharashtra,nanded,0.0,0.0,6.2,0.0,5.9,182.6,123.2,253.8,75.1,65.0,0.0,0.0,L,L,H
162,maharashtra,nandurbar,0.0,0.0,0.0,0.0,0.0,141.8,339.2,153.5,99.8,35.7,0.0,26.8,M,L,H
163,maharashtra,nashik,0.0,0.0,0.0,0.0,12.9,221.0,580.8,260.8,134.6,121.1,2.0,14.4,L,L,M
164,maharashtra,parbhani,0.0,0.0,1.9,0.0,0.0,152.8,72.6,242.9,127.0,94.0,0.0,0.0,L,L,H
165,maharashtra,pune,0.0,0.0,0.0,0.0,24.6,289.1,512.5,290.2,211.0,116.0,13.9,0.7,L,L,H
166,maharashtra,ratnagiri,0.0,0.0,0.0,0.0,93.6,948.0,1094.0,688.1,704.7,155.2,2.1,0.0,L,L,H
167,maharashtra,satara,0.0,0.0,0.0,4.3,38.7,142.3,293.2,126.3,273.5,123.2,10.6,0.0,L,L,M
168,maharashtra,sindhudurg,0.0,0.0,0.0,0.0,84.7,858.6,914.3,557.2,585.2,183.7,0.0,0.0,M,L,L
169,maharashtra,thane,0.0,0.0,0.0,0.0,1.3,681.4,1153.8,950.5,458.1,182.5,0.0,0.0,M,M,M
170,maharashtra,wardha,0.0,0.0,0.3,0.0,8.1,211.2,219.0,162.5,165.0,46.8,0.0,0.0,L,L,H
171,maharashtra,washim,0.0,0.0,1.3,0.0,0.0,207.2,178.2,109.8,97.2,84.6,0.0,0.0,L,L,H
172,maharashtra,yeotmal,0.0,0.0,0.0,0.0,4.4,178.8,150.1,132.8,100.5,52.2,0.0,0.0,L,L,H
173,andhra pradesh,mahbubnagar,0.0,0.0,8.2,6.2,23.4,155.1,85.3,124.1,144.5,162.9,0.6,0.0,L,L,H
174,andhra pradesh,medak,0.0,0.0,13.3,0.0,4.9,202.5,147.0,214.6,68.1,101.9,0.0,0.0,M,L,H
175,assam,morigaon,0.0,6.6,24.6,220.4,170.8,246.0,231.0,370.8,105.0,145.4,20.2,0.0,L,M,M
176,bihar,muzaffarpur,0.1,0.0,13.7,5.3,100.3,67.9,375.4,225.4,80.9,1.5,0.0,0.0,M,M,L
177,assam,nagaon,0.0,12.7,58.4,155.7,205.1,210.4,208.5,274.7,180.6,110.4,19.5,6.7,M,M,L
178,bihar,nalanda,0.0,0.0,2.1,0.0,19.9,34.1,356.1,183.1,93.5,11.9,0.0,0.0,M,M,M
179,andhra pradesh,nalgonda,0.0,0.0,0.6,7.3,12.1,146.0,96.3,131.1,154.0,106.3,0.6,0.0,M,L,H
180,andhra pradesh,nellore,6.6,0.0,4.8,3.6,21.3,91.2,73.0,196.8,169.0,178.1,224.1,7.7,M,L,H
181,andhra pradesh,nizamabad,0.0,0.0,9.7,0.1,9.8,204.9,154.2,264.7,67.9,118.1,1.5,23.2,L,L,M
182,assam,n c hills,0.0,43.2,127.9,354.7,254.7,360.5,236.8,292.0,356.9,344.1,28.5,23.2,L,M,L
183,odisha,balasore,0.0,0.0,114.7,28.5,180.1,148.1,350.4,247.4,221.0,251.5,50.5,0.4,M,L,M
184,odisha,bargarh,4.9,0.0,10.5,0.0,13.6,249.1,254.2,239.3,117.3,59.7,1.3,0.4,M,M,M
185,odisha,bhadrak,0.0,0.0,44.1,7.3,37.0,169.3,269.3,229.9,140.7,251.7,54.6,0.4,L,L,M
186,odisha,bolangir,0.6,0.0,3.2,1.1,6.3,182.6,238.3,218.6,140.1,70.4,1.1,0.4,M,M,H
187,odisha,deogarh,0.3,0.0,44.1,0.3,60.6,276.6,446.1,382.4,224.2,54.5,12.5,0.4,M,M,M
188,odisha,dhenkanal,0.0,0.0,29.5,7.5,70.2,147.0,210.9,245.8,216.7,181.0,48.1,0.4,L,M,M
189,odisha,gajapati,0.0,0.0,76.5,32.5,129.3,209.3,269.9,296.4,146.4,198.1,73.1,0.4,L,L,M
190,odisha,ganjam,0.0,0.0,64.6,32.0,52.5,223.1,288.7,251.5,185.7,192.4,71.8,0.4,L,L,L
191,odisha,jagatsinghpur,0.0,0.0,61.3,2.9,84.8,187.7,226.7,275.6,121.9,267.6,79.5,0.4,L,M,M
192,odisha,jharsuguda,10.7,0.0,6.0,2.0,63.5,209.4,413.6,300.0,236.1,90.7,0.1,0.4,M,L,M
193,odisha,kalahandi,0.0,0.0,22.0,2.1,21.2,191.4,466.7,349.6,184.3,119.6,1.0,0.4,L,M,M
194,odisha,khurda,3.4,0.0,40.3,11.4,19.0,155.2,338.8,245.0,231.3,240.3,63.9,0.4,L,M,M
195,odisha,koraput,0.0,0.0,8.8,15.3,70.6,225.4,417.8,397.4,191.0,231.8,8.5,0.4,M,M,M
196,odisha,malkangiri,0.0,0.0,6.4,8.0,32.6,294.8,514.0,718.0,407.0,120.0,0.0,0.4,M,M,M
197,odisha,mayurbhanj,1.4,0.0,49.8,20.6,131.1,173.4,372.9,313.8,180.9,220.1,39.3,0.4,L,L,H
198,odisha,nayagarh,0.0,0.0,55.8,9.5,25.9,127.3,320.1,242.7,183.7,175.1,53.3,0.4,L,M,L
199,odisha,puri,0.0,0.0,22.1,7.8,12.3,176.0,351.1,308.7,199.3,320.2,107.0,0.4,L,M,M
200,odisha,rayagada,0.0,0.0,39.7,5.3,67.2,223.9,375.0,296.1,187.9,191.7,32.7,0.4,M,M,M
201,odisha,sambalpur,15.5,0.0,15.7,0.8,41.3,307.9,411.7,267.2,176.5,55.1,8.4,0.4,M,L,H
202,odisha,sonepur,0.0,0.0,2.1,0.0,5.4,264.2,315.7,192.4,156.7,124.2,3.6,0.4,M,M,H
203,odisha,sundargarh,2.0,0.0,1.5,3.0,53.6,225.9,521.5,268.2,176.6,66.8,3.3,0.4,L,M,M
204,bihar,patna,0.0,0.0,8.3,9.0,35.7,68.4,299.2,181.1,109.4,19.4,0.0,0.0,M,M,M
205,punjab,bhatinda,11.6,0.0,2.7,9.7,1.3,141.8,32.5,101.7,34.8,0.0,13.0,0.0,L,H,H
206,punjab,faridkot,13.5,0.0,0.0,29.7,0.0,132.2,28.6,12.2,100.6,0.0,7.1,0.0,L,M,H
207,punjab,ferozepur,9.0,0.2,5.8,6.6,2.6,27.2,12.3,8.0,12.3,0.0,2.8,0.0,L,M,H
208,punjab,gurdaspur,104.9,10.2,33.5,22.3,22.8,138.9,307.4,428.7,134.3,0.0,0.9,0.0,L,H,H
209,punjab,hoshiarpur,50.9,13.4,9.0,9.1,14.7,77.7,155.7,130.6,43.5,0.0,0.9,0.0,L,H,M
210,punjab,jalandhar,31.0,3.3,22.1,17.7,25.7,87.1,76.2,161.5,18.5,0.0,6.1,0.0,L,H,H
211,punjab,kapurthala,26.9,1.0,22.8,7.1,45.2,184.4,202.1,194.0,26.7,0.0,12.3,0.0,L,H,H
212,punjab,ludhiana,36.1,3.1,26.9,10.7,12.2,106.8,92.1,153.4,111.0,0.0,6.9,0.0,L,H,H
213,punjab,mansa,26.3,0.0,0.0,1.0,0.0,86.3,53.0,56.2,25.2,0.0,11.6,0.0,L,M,H
214,punjab,moga,16.4,0.0,9.0,9.3,0.0,166.2,44.8,124.0,141.6,0.0,17.2,0.0,L,M,H
215,punjab,muktsar,5.3,0.0,12.4,6.2,1.3,179.7,15.2,33.2,57.9,0.0,7.6,0.0,L,M,H
216,punjab,patiala,58.4,0.9,20.3,13.5,3.2,87.7,80.5,147.0,120.1,0.0,0.3,0.0,M,M,H
217,punjab,ropar,127.4,4.9,23.3,26.0,32.0,140.6,165.1,353.9,146.0,0.0,0.0,0.0,M,H,M
218,punjab,sangrur,41.0,2.8,14.1,8.6,8.9,76.8,44.9,54.4,33.5,0.0,4.3,0.0,M,M,H
219,rajasthan,alwar,22.8,0.0,8.9,0.6,29.2,69.1,98.0,101.6,31.6,0.0,0.0,0.0,L,M,H
220,rajasthan,banswara,0.0,0.0,0.0,0.0,7.4,99.9,462.3,222.9,107.1,0.0,0.0,0.0,L,M,M
221,rajasthan,baran,2.6,0.0,6.5,0.0,3.1,54.0,229.1,152.5,96.1,0.0,2.3,0.0,L,M,H
222,rajasthan,barmer,2.6,0.0,0.1,1.8,11.7,63.6,351.0,34.6,16.7,0.0,0.0,0.0,L,L,H
223,rajasthan,bharatpur,21.4,0.0,8.6,0.0,16.7,71.3,120.0,90.8,39.5,0.0,0.0,0.0,L,L,M
224,rajasthan,bhilwara,5.3,0.0,18.7,0.0,21.1,99.1,265.6,152.4,41.8,0.0,0.0,0.0,M,M,M
225,rajasthan,bundi,4.7,0.0,11.0,0.0,11.8,92.0,146.2,188.0,25.7,0.0,0.0,0.0,L,M,M
226,rajasthan,chittorgarh,4.5,0.0,6.8,4.4,14.0,80.6,419.0,134.7,53.8,0.0,0.0,0.0,M,M,H
227,rajasthan,churu,20.7,0.0,0.5,3.7,45.8,77.5,106.5,67.6,28.3,0.0,4.2,0.0,L,L,H
228,rajasthan,dausa,14.6,0.0,10.0,0.0,24.0,82.8,96.0,109.0,35.6,0.0,0.0,0.0,L,L,H
229,rajasthan,dholpur,14.3,0.0,17.9,0.8,7.0,46.8,105.8,145.8,46.0,0.0,0.0,0.0,L,L,M
230,rajasthan,hanumangarh,7.0,0.0,0.0,2.4,18.1,85.3,52.9,35.3,37.1,0.0,0.0,0.0,L,L,H
231,rajasthan,jaisalmer,3.1,0.0,10.2,4.7,26.5,44.7,160.1,20.5,0.7,0.0,0.0,0.0,L,L,H
232,rajasthan,jalore,4.8,0.0,0.0,0.0,13.7,83.4,757.4,38.1,14.0,0.0,0.0,0.0,L,L,H
233,rajasthan,jhalawar,2.0,0.0,1.0,0.0,9.9,104.5,430.8,162.0,101.7,0.0,0.0,0.0,M,M,H
234,rajasthan,jodhpur,9.3,0.0,15.9,4.3,45.1,107.5,230.4,42.6,20.0,0.0,0.0,0.0,L,M,H
235,rajasthan,karauli,14.5,0.0,0.0,0.0,13.5,83.8,105.2,104.3,26.2,0.0,0.0,0.0,L,L,H
236,rajasthan,kota,0.4,0.0,5.0,0.0,1.6,79.0,170.1,182.9,33.5,0.0,0.0,0.0,L,M,H
237,rajasthan,pali,4.0,0.0,0.0,0.0,32.6,135.8,526.6,112.3,10.8,0.0,0.0,0.0,L,M,H
238,rajasthan,rajsamand,0.0,0.0,0.1,0.0,1.7,115.0,422.6,131.0,59.6,0.0,0.0,0.0,L,M,M
239,rajasthan,sawai madhopur,12.3,0.0,5.0,1.1,7.8,91.7,145.6,126.2,30.7,0.0,0.5,0.0,L,L,H
240,rajasthan,sikar,1.4,0.0,2.6,0.0,25.5,86.8,114.1,67.7,27.5,0.0,1.8,0.0,L,L,H
241,rajasthan,tonk,13.5,0.0,6.3,1.7,20.3,103.6,154.1,146.0,14.3,0.0,0.0,0.0,L,M,H
242,rajasthan,udaipur,2.7,0.0,0.3,0.0,11.1,97.5,493.8,155.9,63.5,0.0,0.0,0.0,M,M,H
243,bihar,samastipur,0.0,0.0,22.4,30.7,96.3,129.5,441.2,399.6,120.2,29.0,0.0,0.0,M,H,M
244,andhra pradesh,srikakulam,0.0,0.0,36.2,16.6,33.5,138.5,278.8,369.3,134.3,137.1,105.8,0.5,M,L,H
245,tamil nadu,coimbatore,10.4,0.0,60.9,23.6,86.0,73.1,59.2,115.0,262.7,105.9,44.5,0.0,L,H,H
246,tamil nadu,cuddalore,114.0,0.3,12.4,0.0,11.0,65.3,69.0,211.1,121.9,202.9,391.4,0.0,L,M,M
247,tamil nadu,dharmapuri,8.4,0.0,35.8,43.6,161.5,16.3,26.3,158.4,201.4,159.4,49.4,0.0,L,M,H
248,tamil nadu,dindigul,38.2,0.7,43.5,26.7,81.1,37.6,10.1,146.5,216.0,175.0,87.6,0.0,L,M,H
249,tamil nadu,erode,10.8,0.0,43.9,69.0,145.5,22.0,12.3,89.8,187.0,101.6,34.4,0.0,L,M,M
250,tamil nadu,kanyakumari,2.1,0.0,27.1,12.2,113.0,150.4,16.6,50.5,193.3,155.6,201.5,0.0,L,M,M
251,tamil nadu,karur,17.2,0.0,49.0,10.2,68.6,9.8,18.6,132.4,175.3,87.2,54.0,0.0,L,M,M
252,tamil nadu,madurai,32.7,0.5,88.0,12.8,76.5,39.7,34.9,156.5,176.3,167.3,50.3,0.0,L,H,H
253,tamil nadu,nagapattinam,139.4,6.9,48.7,0.0,2.7,38.5,39.4,130.1,91.0,239.0,704.9,0.0,L,H,H
254,tamil nadu,namakkal,6.3,0.0,16.8,26.9,98.0,24.0,45.1,115.2,194.8,149.8,43.6,0.0,L,M,M
255,tamil nadu,ramanathapuram,59.9,7.1,41.4,0.0,27.9,32.6,19.7,74.6,84.4,64.2,146.9,0.0,L,H,H
256,tamil nadu,salem,12.2,0.0,32.9,22.4,112.6,24.5,37.4,199.4,223.4,212.1,64.0,0.0,L,M,H
257,tamil nadu,salem,12.2,0.0,32.9,22.4,112.6,24.5,37.4,199.4,223.4,212.1,64.0,0.0,M,H,H
258,tamil nadu,thanjavur,99.5,4.0,29.7,0.2,30.5,70.7,36.1,237.4,135.3,108.6,221.1,0.0,L,H,H
259,tamil nadu,theni,22.2,0.1,74.1,8.3,64.6,53.0,23.8,77.9,211.8,139.0,57.5,0.0,L,M,H
260,tamil nadu,tiruvannamalai,47.0,0.0,4.9,3.4,49.2,55.6,69.1,366.5,130.7,276.5,80.4,0.0,L,H,H
261,tamil nadu,tiruvarur,123.1,2.0,11.2,0.0,19.3,61.0,60.0,149.6,120.0,128.6,363.9,0.0,L,H,H
262,tamil nadu,vellore,23.1,0.0,6.0,6.3,94.5,59.8,50.3,259.2,204.4,216.6,58.9,0.0,L,H,H
263,tamil nadu,villupuram,40.2,0.0,8.2,0.0,41.6,72.2,73.9,190.1,105.1,226.5,174.8,0.0,L,M,M
264,tamil nadu,virudhunagar,23.2,6.2,38.1,14.2,92.4,10.0,24.1,122.5,137.0,125.7,67.6,0.0,L,M,H
265,assam,tinsukia,5.7,88.7,128.8,285.2,343.7,301.3,466.3,311.5,315.4,266.3,4.6,0.3,M,M,M
266,assam,udalguri,0.5,86.5,47.0,252.4,174.1,317.9,256.6,226.9,304.8,158.2,8.3,0.0,M,L,L
267,uttar pradesh,agra,12.4,0.0,11.1,1.6,20.0,43.3,82.0,70.9,78.1,0.0,0.0,0.0,L,L,H
268,uttar pradesh,aligarh,24.6,0.0,31.3,0.0,28.0,193.3,117.9,86.6,160.6,0.0,0.0,0.0,L,L,H
269,uttar pradesh,allahabad,0.2,0.0,0.1,1.2,4.7,40.2,466.7,117.8,60.9,0.4,0.0,0.0,L,L,H
270,uttar pradesh,auraiya,5.0,0.0,2.0,2.0,15.0,69.0,85.5,112.8,42.2,0.0,0.0,0.0,L,L,M
271,uttar pradesh,baghpat,68.5,0.0,14.7,1.3,22.9,139.5,159.7,89.3,165.0,0.0,0.0,0.0,L,L,M
272,uttar pradesh,balrampur,7.0,0.0,6.0,0.0,13.5,50.2,243.3,260.0,52.8,15.9,0.0,0.0,L,L,M
273,uttar pradesh,banda,0.0,0.0,1.9,0.0,13.5,35.5,237.0,161.0,59.4,0.0,0.0,0.0,L,L,M
274,uttar pradesh,barabanki,8.3,0.0,10.7,0.6,8.0,29.9,387.8,243.5,152.3,0.0,0.0,0.0,L,L,M
275,uttar pradesh,basti,18.2,0.0,2.5,1.1,67.3,53.9,396.2,215.5,139.7,14.3,0.0,0.0,L,L,M
276,uttar pradesh,faizabad,14.8,0.0,0.0,1.0,7.4,37.1,267.8,142.9,145.5,0.0,0.0,0.0,L,L,M
277,uttar pradesh,firozabad,13.8,0.0,13.5,0.0,8.8,59.5,185.0,227.7,146.0,0.0,0.0,0.0,L,L,H
278,uttar pradesh,ghaziabad,22.7,0.0,10.3,0.0,6.6,65.4,42.7,104.9,135.9,0.0,0.0,0.0,L,L,H
279,uttar pradesh,hardoi,18.8,1.0,10.1,0.2,9.1,53.3,251.7,157.2,58.4,0.0,0.0,0.0,L,M,H
280,uttar pradesh,jalaun,22.2,0.0,0.3,0.0,19.9,64.5,117.5,103.7,33.7,0.0,0.0,0.0,L,L,H
281,uttar pradesh,jaunpur,3.9,0.0,0.0,0.0,7.6,21.5,206.3,105.9,65.0,0.9,0.0,0.0,L,L,H
282,uttar pradesh,jhansi,4.9,0.0,0.8,0.0,6.7,97.5,149.4,145.9,60.2,2.8,0.0,0.0,L,L,H
283,uttar pradesh,kannauj,24.0,0.0,14.0,0.0,44.0,64.1,289.2,197.5,99.0,0.0,0.0,0.0,L,L,M
284,uttar pradesh,kanpur dehat,7.0,0.0,0.0,0.0,15.2,25.6,161.8,119.4,28.5,0.0,0.0,0.0,L,L,M
285,uttar pradesh,kanpur nagar,15.1,0.0,1.2,2.4,13.5,24.0,252.5,139.6,41.4,0.0,0.0,0.0,L,L,M
286,uttar pradesh,lalitpur,0.0,8.0,6.5,0.0,1.5,135.5,287.5,64.0,171.0,0.0,0.0,0.0,L,L,H
287,uttar pradesh,lucknow,7.9,0.0,2.7,0.0,2.8,48.8,298.0,247.9,59.3,4.7,0.0,0.0,L,L,H
288,uttar pradesh,maharajganj,5.8,0.0,1.0,11.0,68.7,51.0,273.5,449.8,83.3,2.5,0.0,0.0,L,L,M
289,uttar pradesh,mainpuri,9.1,0.0,8.9,0.0,9.0,38.9,269.0,130.4,131.1,0.0,0.0,0.0,L,L,H
290,uttar pradesh,mathura,1.0,0.0,0.0,0.0,2.0,30.8,133.5,60.0,36.5,0.0,0.0,0.0,L,L,M
291,uttar pradesh,mau,10.0,0.0,0.0,2.5,11.5,12.0,208.0,129.7,28.5,0.0,0.0,0.0,L,L,M
292,uttar pradesh,meerut,47.8,0.0,7.0,11.1,18.5,92.7,126.1,90.1,202.6,0.0,0.0,0.0,L,L,M
293,uttar pradesh,mirzapur,0.5,0.0,0.0,0.0,15.5,39.9,395.4,100.5,14.6,0.0,0.0,0.0,M,L,H
294,uttar pradesh,rampur,12.0,0.0,8.6,0.0,13.2,45.8,189.6,123.0,126.5,0.0,0.0,0.0,L,L,M
295,uttar pradesh,saharanpur,48.3,3.3,6.7,9.0,1.0,184.1,132.3,182.0,192.0,0.0,0.0,0.0,L,L,M
296,uttar pradesh,sitapur,15.0,0.0,6.5,6.3,28.5,69.0,263.3,153.5,99.2,0.0,0.0,0.0,L,L,M
297,uttar pradesh,sultanpur,16.5,0.0,2.2,4.0,3.8,68.1,260.7,114.0,78.9,0.1,0.0,0.0,L,L,M
298,uttar pradesh,varanasi,4.9,0.0,1.2,1.3,9.4,47.9,456.8,146.0,94.3,3.7,0.0,0.0,L,L,M
299,uttarakhand,chamoli,29.0,20.4,70.7,103.0,116.4,206.6,446.4,388.4,200.9,1.0,0.9,0.0,M,L,H
300,uttarakhand,champawat,29.0,7.0,12.0,16.5,63.5,143.0,551.5,411.9,164.5,2.0,0.0,0.0,M,L,H
301,uttarakhand,dehradun,41.6,10.7,36.1,37.8,81.8,390.5,603.5,460.1,264.5,0.0,0.1,0.0,L,L,M
302,uttarakhand,nainital,51.1,13.5,21.9,15.6,162.0,176.3,654.7,506.8,413.1,0.0,0.0,0.0,M,M,H
303,uttarakhand,rudraprayag,34.5,8.9,81.3,113.6,232.6,263.7,530.4,413.6,284.4,0.3,0.0,0.0,M,L,M
304,uttarakhand,uttarkashi,52.2,24.8,75.9,58.8,153.4,178.2,426.7,179.9,166.8,0.0,0.2,0.0,L,L,M
305,andhra pradesh,vizianagaram,0.1,0.0,37.4,5.1,53.8,110.1,144.1,349.3,187.3,158.2,35.2,0.1,L,M,H
306,andhra pradesh,warangal,0.0,0.0,5.6,1.0,19.5,225.5,197.4,241.1,159.9,121.3,1.0,0.0,L,L,H
307,west bengal,darjeeling,0.9,4.6,79.1,61.3,276.1,531.0,760.2,767.9,531.0,63.8,7.6,0.0,M,M,M
308,west bengal,hooghly,0.0,0.0,23.9,11.8,115.2,186.6,434.6,227.0,180.8,212.4,25.2,0.0,M,H,M
309,west bengal,jalpaiguri,1.9,0.8,83.8,101.3,287.4,631.0,569.7,1167.3,596.1,204.4,2.8,0.0,M,M,L
310,west bengal,nadia,0.0,0.0,12.4,12.2,136.3,221.3,404.2,200.9,147.4,155.2,23.6,0.0,M,M,M
311,west bengal,purulia,0.1,0.0,13.6,43.7,115.3,186.2,568.2,249.6,197.0,180.5,10.6,0.0,M,L,M
312,bihar,west champaran,3.7,0.0,95.2,38.0,102.9,91.0,443.2,937.7,329.9,13.3,0.0,0.0,H,M,M
